"","GENDER","EDU_FATHER","EDU_MOTHER","OCC_FATHER","OCC_MOTHER","STRATUM","SISBEN","PEOPLE_HOUSE","INTERNET","TV","COMPUTER","WASHING_MCH","MIC_OVEN","CAR","DVD","FRESH","PHONE","MOBILE","REVENUE","JOB","SCHOOL_NAT","SCHOOL_TYPE","MAT_S11","CR_S11","CC_S11","BIO_S11","ENG_S11","ACADEMIC_PROGRAM","QR_PRO","CR_PRO","CC_PRO","ENG_PRO","WC_PRO","FEP_PRO","G_SC","PERCENTILE","X2ND_DECILE","QUARTILE","SEL","SEL_IHE","AVG_S11"
"11737","F","Complete Secundary","Incomplete Secundary","Operator","Home","Stratum 2","Level 2","Four","No","No","No","No","No","No","Yes","Yes","Yes","Yes","Between 1 and less than 2 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",75,67,57,75,69,"CHEMICAL ENGINEERING",99,66,89,86,93,173,188,95,"5","4","2","4",68.6
"11738","F","Complete technique or technology","Incomplete Secundary","Independent","Independent","Stratum 3","Level 3","Four","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Between 2 and less than 3 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",65,67,65,60,57,"INDUSTRIAL ENGINEERING",91,87,77,86,73,216,180,91,"5","4","2","2",62.8
"11739","F","Complete professional education","Complete professional education","Technical or professional level employee","Auxiliary or Administrative","Stratum 3","It is not classified by the SISBEN","Three","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","Between 5 and less than 7 LMMW","No","PRIVATE","ACADEMIC",49,60,48,58,64,"INDUSTRIAL ENGINEERING",58,58,21,80,1,80,137,35,"2","2","4","3",55.8
"11740","M","Complete Secundary","Complete primary","Independent","Home","Stratum 2","It is not classified by the SISBEN","Four","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","less than 1 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",69,60,67,63,50,"INDUSTRIAL ENGINEERING",95,27,85,63,1,63,147,51,"3","3","2","3",61.8
"11741","F","Incomplete Secundary","Complete Secundary","Independent","Home","Stratum 2","Level 2","Four","No","No","No","No","Yes","No","Yes","Yes","Yes","No","Between 1 and less than 2 LMMW","No","PRIVATE","ACADEMIC",81,75,75,72,75,"INDUSTRIAL ENGINEERING",98,92,80,91,79,169,188,95,"5","4","1","4",75.6
"11742","M","Complete primary","Postgraduate education","Small entrepreneur","Technical or professional level employee","Stratum 2","Level 2","Five","No","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","Between 1 and less than 2 LMMW","No","PRIVATE","ACADEMIC",70,60,67,71,58,"INDUSTRIAL ENGINEERING",91,74,75,82,10,82,163,75,"4","4","1","3",65.2
"11743","M","Postgraduate education","Postgraduate education","Independent professional","Technical or professional level employee","Stratum 5","It is not classified by the SISBEN","Two","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Between 2 and less than 3 LMMW","No","PRIVATE","ACADEMIC",87,63,78,75,88,"ELECTRONIC ENGINEERING",100,93,89,97,92,159,201,99,"5","4","4","2",78.2
"11744","M","Incomplete technical or technological","Complete professional education","Operator","Home","Stratum 4","It is not classified by the SISBEN","Six","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Between 2 and less than 3 LMMW","No","PRIVATE","ACADEMIC",85,60,69,78,100,"INDUSTRIAL ENGINEERING",98,74,77,95,29,165,177,89,"5","4","2","2",78.4
"11745","M","Complete professional education","Complete technique or technology","Executive","Auxiliary or Administrative","Stratum 3","It is not classified by the SISBEN","Five","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Between 5 and less than 7 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",79,78,77,65,61,"CIVIL ENGINEERING",96,98,79,68,94,119,187,95,"5","4","3","4",72
"11746","M","Complete technique or technology","Incomplete primary","Executive","Independent","Stratum 2","It is not classified by the SISBEN","Five","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Between 3 and less than 5 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",65,69,67,73,77,"CIVIL ENGINEERING",98,59,55,85,71,210,172,85,"5","4","4","2",70.2
"11747","F","Incomplete Secundary","Incomplete Secundary","Operator","Operator","Stratum 2","It is not classified by the SISBEN","Five","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Between 2 and less than 3 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",64,56,61,56,48,"INDUSTRIAL ENGINEERING",64,65,61,59,45,134,154,63,"4","3","1","1",57
"11748","F","Postgraduate education","Postgraduate education","Technical or professional level employee","Executive","Stratum 4","It is not classified by the SISBEN","Four","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","10 or more LMMW","No","PRIVATE","ACADEMIC",55,63,52,60,59,"CHEMICAL ENGINEERING",78,53,74,75,99,150,174,87,"5","4","4","4",57.8
"11749","M","Complete technique or technology","Complete technique or technology","Technical or professional level employee","Auxiliary or Administrative","Stratum 3","It is not classified by the SISBEN","Four","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Between 2 and less than 3 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",64,57,61,63,53,"INDUSTRIAL ENGINEERING",55,55,82,84,58,153,163,75,"4","4","2","4",59.6
"11750","M","Incomplete Secundary","Complete Secundary","Home","Executive","Stratum 2","It is not classified by the SISBEN","Three","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Between 2 and less than 3 LMMW","Yes, less than 20 hours per week","PUBLIC","TECHNICAL/ACADEMIC",47,60,50,57,51,"INDUSTRIAL ENGINEERING",51,31,12,18,54,96,131,26,"2","2","2","2",53
"11751","F","Postgraduate education","Postgraduate education","Independent professional","Executive","Stratum 4","It is not classified by the SISBEN","Six","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Between 7 and less than 10 LMMW","No","PRIVATE","ACADEMIC",87,72,62,72,88,"INDUSTRIAL ENGINEERING",94,75,89,92,60,193,181,92,"5","4","4","4",76.2
"11752","F","Incomplete Secundary","Complete primary","Operator","Independent","Stratum 2","Level 2","Five","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Between 1 and less than 2 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",67,62,65,60,56,"INDUSTRIAL ENGINEERING",88,47,68,69,83,69,166,79,"4","4","1","3",62
"11753","M","Complete Secundary","Complete Secundary","Executive","Technical or professional level employee","Stratum 3","It is not classified by the SISBEN","Five","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 3 and less than 5 LMMW","No","PRIVATE","ACADEMIC",50,47,56,49,50,"CIVIL ENGINEERING",86,34,48,67,56,133,154,63,"4","3","4","3",50.4
"11754","M","Complete professional education","Complete professional education","Retired","Independent professional","Stratum 6","It is not classified by the SISBEN","Four","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","10 or more LMMW","No","PRIVATE","ACADEMIC",83,75,73,86,93,"INDUSTRIAL ENGINEERING",100,100,99,100,65,181,223,100,"5","4","4","4",82
"11755","F","Complete primary","Complete Secundary","Independent professional","Independent professional","Stratum 2","Level 2","Two","Yes","Yes","No","No","No","No","No","Yes","Yes","No","less than 1 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",87,67,67,71,66,"INDUSTRIAL ENGINEERING",99,99,89,73,79,190,191,97,"5","4","1","4",71.6
"11756","M","Complete Secundary","Complete Secundary","Operator","Home","Stratum 3","It is not classified by the SISBEN","Four","Yes","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Between 1 and less than 2 LMMW","No","PUBLIC","ACADEMIC",58,67,65,60,57,"INDUSTRIAL ENGINEERING",90,79,70,83,46,135,170,83,"5","4","2","2",61.4
"11757","M","Incomplete Secundary","Incomplete Professional Education","Independent","Home","Stratum 5","It is not classified by the SISBEN","Four","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 3 and less than 5 LMMW","No","PRIVATE","ACADEMIC",95,83,81,87,100,"ELECTRONIC ENGINEERING",96,100,97,100,0,153,185,94,"5","4","3","4",89.2
"11758","F","Postgraduate education","Postgraduate education","Executive","Home","Stratum 5","It is not classified by the SISBEN","Four","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","10 or more LMMW","No","PRIVATE","ACADEMIC",66,63,63,69,60,"CIVIL ENGINEERING",93,51,79,61,84,142,169,82,"5","4","4","4",64.2
"11759","F","Complete professional education","Complete professional education","Independent professional","Technical or professional level employee","Stratum 3","It is not classified by the SISBEN","Three","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Between 2 and less than 3 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",61,51,46,41,45,"CIVIL ENGINEERING",51,37,4,26,82,92,135,32,"2","2","4","2",48.8
"11760","F","Complete technique or technology","Incomplete Professional Education","Technical or professional level employee","Home","Stratum 1","It is not classified by the SISBEN","Five","No","Yes","Yes","No","No","Yes","No","Yes","Yes","No","Between 2 and less than 3 LMMW","Yes, 20 hours or more per week","PUBLIC","TECHNICAL/ACADEMIC",58,60,62,71,55,"INDUSTRIAL ENGINEERING",85,41,68,82,47,147,161,73,"4","3","3","2",61.2
"11761","M","Complete professional education","Complete professional education","Technical or professional level employee","Auxiliary or Administrative","Stratum 2","Level 2","Three","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Between 1 and less than 2 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",77,60,63,65,59,"MECHANICAL ENGINEERING",98,92,46,76,91,167,180,91,"5","4","2","2",64.8
"11762","M","Complete technique or technology","Complete technique or technology","Other occupation","Auxiliary or Administrative","Stratum 2","Level 1","Five","No","Yes","No","No","No","No","No","Yes","Yes","Yes","Between 1 and less than 2 LMMW","No","PUBLIC","ACADEMIC",87,83,67,80,75,"MECHANICAL ENGINEERING",91,84,90,83,30,30,175,87,"5","4","2","4",78.4
"11763","F","Complete professional education","Complete professional education","Other occupation","Other occupation","Stratum 1","Level 1","Three","No","Yes","No","No","No","No","No","Yes","Yes","No","Between 1 and less than 2 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",83,79,75,90,73,"CIVIL ENGINEERING",98,84,92,88,36,175,181,92,"5","4","2","1",80
"11764","F","Complete professional education","Complete Secundary","Technical or professional level employee","Small entrepreneur","Stratum 1","It is not classified by the SISBEN","Four","No","No","No","No","No","No","No","Yes","Yes","No","Between 1 and less than 2 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",48,57,55,57,48,"INDUSTRIAL ENGINEERING",83,81,3,56,46,173,147,52,"3","3","2","2",53
"11765","M","Complete Secundary","Complete Secundary","Operator","Home","Stratum 3","It is not classified by the SISBEN","Two","No","No","No","No","No","No","No","Yes","Yes","No","less than 1 LMMW","No","PUBLIC","ACADEMIC",75,55,67,65,60,"INDUSTRIAL AUTOMATIC ENGINEERING",93,58,90,82,12,129,165,78,"4","4","3","1",64.4
"11766","F","Incomplete technical or technological","Incomplete Professional Education","Independent professional","Technical or professional level employee","Stratum 2","It is not classified by the SISBEN","Four","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Between 2 and less than 3 LMMW","No","PRIVATE","TECHNICAL/ACADEMIC",72,58,69,65,59,"CHEMICAL ENGINEERING",77,76,68,83,95,169,177,89,"5","4","2","4",64.6
"11767","M","Complete Secundary","Complete technique or technology","Technical or professional level employee","Home","Stratum 2","Level 1","Eight","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 3 and less than 5 LMMW","No","PUBLIC","ACADEMIC",67,60,55,67,68,"INDUSTRIAL AUTOMATIC ENGINEERING",93,71,34,64,67,121,161,73,"4","3","2","1",63.4
"11768","M","Complete technique or technology","Complete professional education","Operator","Technical or professional level employee","Stratum 3","Level 2","Five","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Between 1 and less than 2 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",67,57,56,68,54,"ELECTRONIC ENGINEERING",81,81,76,79,16,167,164,76,"4","4","2","2",60.4
"11769","F","Complete technique or technology","Complete technique or technology","Technical or professional level employee","Home","Stratum 3","It is not classified by the SISBEN","Four","Yes","Yes","Yes","No","Yes","No","No","Yes","No","Yes","Between 2 and less than 3 LMMW","No","PRIVATE","ACADEMIC",72,75,77,74,100,"CHEMICAL ENGINEERING",92,92,67,91,93,170,186,94,"5","4","2","4",79.6
"11770","F","Complete Secundary","Complete technique or technology","Operator","Auxiliary or Administrative","Stratum 3","It is not classified by the SISBEN","Five","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 5 and less than 7 LMMW","No","PRIVATE","ACADEMIC",64,65,53,64,57,"INDUSTRIAL ENGINEERING",96,55,5,66,67,67,153,61,"4","3","3","3",60.6
"11771","M","Complete primary","Incomplete Secundary","Independent","Operator","Stratum 1","Level 1","Seven","No","Yes","No","No","No","No","No","Yes","No","No","less than 1 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",77,65,61,75,65,"CIVIL ENGINEERING",99,83,96,86,91,173,193,97,"5","4","1","2",68.6
"11772","F","Complete professional education","Complete Secundary","Technical or professional level employee","Home","Stratum 1","Level 1","Two","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","less than 1 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",69,65,75,64,53,"INDUSTRIAL ENGINEERING",98,76,73,82,27,188,171,84,"5","4","1","2",65.2
"11773","F","Postgraduate education","Complete professional education","Retired","Home","Stratum 4","It is not classified by the SISBEN","Three","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Between 2 and less than 3 LMMW","No","PRIVATE","ACADEMIC",66,63,60,66,64,"INDUSTRIAL ENGINEERING",71,70,85,68,85,159,170,83,"5","4","4","2",63.8
"11774","M","Incomplete Secundary","Complete primary","Operator","Home","Stratum 2","Level 2","Four","Yes","Yes","Yes","No","Yes","No","Yes","Yes","No","Yes","Between 1 and less than 2 LMMW","No","PUBLIC","TECHNICAL/ACADEMIC",55,63,51,57,61,"INDUSTRIAL ENGINEERING",82,71,91,73,35,135,168,80,"5","4","1","2",57.4
"11775","M","Complete professional education","Complete technique or technology","Executive","Executive","Stratum 4","It is not classified by the SISBEN","Four","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Between 7 and less than 10 LMMW","No","PRIVATE","ACADEMIC",72,65,69,78,85,"ELECTRONIC ENGINEERING",92,88,94,98,67,199,189,96,"5","4","2","4",73.8
"11776","M","Complete professional education","Postgraduate education","Auxiliary or Administrative","Auxiliary or Administrative","Stratum 4","It is not classified by the SISBEN","Ten","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 5 and less than 7 LMMW","Yes, less than 20 hours per week","PRIVATE","ACADEMIC",65,75,65,67,88,"INDUSTRIAL ENGINEERING",91,75,92,97,73,188,185,94,"5","4","4","4",72
"11777","M","Complete primary","Complete Secundary","Operator","Retired","Stratum 2","Level 1","Four","No","No","Yes","No","Yes","No","No","Yes","No","Yes","Between 3 and less than 5 LMMW","No","PRIVATE","ACADEMIC",61,58,71,64,68,"INDUSTRIAL ENGINEERING",81,51,89,79,63,186,169,81,"5","4","1","2",64.4
"11778","F","Complete professional education","Complete professional education","Technical or professional level employee","Technical or professional level employee","Stratum 5","It is not classified by the SISBEN","Four","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Between 7 and less than 10 LMMW","No","PRIVATE","ACADEMIC",59,55,62,84,84,"INDUSTRIAL ENGINEERING",91,74,44,88,82,153,173,85,"5","4","4","4",68.8
"11779","F","Complete professional education","Complete Secundary","Executive","Other occupation","Stratum 4","It is not classified by the SISBEN","Four","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","10 or more LMMW","No","PRIVATE","ACADEMIC",58,58,53,60,50,"INDUSTRIAL ENGINEERING",79,45,48,64,97,149,164,76,"4","4","4","4",55.8
"11780","F","Complete technique or technology","Complete Secundary","Small entrepreneur","Home","Stratum 3","It is not classified by the SISBEN","Three","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Between 1 and less than 2 LMMW","No","PRIVATE","ACADEMIC",59,43,56,65,63,"INDUSTRIAL ENGINEERING",45,58,35,81,100,100,166,78,"4","4","2","4",57.2
"11781","F","Complete professional education","Complete professional education","Auxiliary or Administrative","Entrepreneur","Stratum 3","It is not classified by the SISBEN","Four","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Between 5 and less than 7 LMMW","No","PRIVATE","ACADEMIC",74,69,61,74,82,"INDUSTRIAL ENGINEERING",97,84,81,94,94,193,191,97,"5","4","4","4",72
"11782","M","Incomplete Secundary","Postgraduate education","Independent","Technical or professional level employee","Stratum 1","Level 1","Five","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Between 2 and less than 3 LMMW","No","PUBLIC","TECHNICAL",67,58,62,71,59,"INDUSTRIAL ENGINEERING",99,88,86,79,86,185,188,95,"5","4","2","2",63.4
"11783","F","Postgraduate education","Postgraduate education","Executive","Small entrepreneur","Stratum 5","It is not classified by the SISBEN","Four","Yes","Yes","Yes","No","No","Yes","No","Yes","Yes","No","10 or more LMMW","No","PRIVATE","ACADEMIC",55,60,65,63,79,"CHEMICAL ENGINEERING",72,93,62,97,100,170,190,96,"5","4","4","4",64.4
"11784","F","Complete technique or technology","Complete technique or technology","Technical or professional level employee","Auxiliary or Administrative","Stratum 2","Level 2","Two","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Between 1 and less than 2 LMMW","No","PRIVATE","TECHNICAL/ACADEMIC",56,63,67,71,65,"CHEMICAL ENGINEERING",93,87,90,78,89,78,185,94,"5","4","2","3",64.4
"11785","M","Incomplete technical or technological","Complete technique or technology","Operator","Operator","Stratum 3","It is not classified by the SISBEN","Four","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Between 2 and less than 3 LMMW","No","PRIVATE","TECHNICAL/ACADEMIC",81,63,93,82,71,"CHEMICAL ENGINEERING",98,99,100,93,95,200,206,100,"5","4","4","4",78
